state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn
MA,86,area_code_510,False,False,0,176.3,79,259.2,97,287.4,78,6.2,3,0,False
KS,67,area_code_510,False,False,0,129.0,78,188.0,116,235.0,102,11.2,3,2,False
WV,21,area_code_415,False,False,0,91.9,109,198.4,111,171.7,125,13.0,7,2,False
MN,161,area_code_408,False,False,0,252.3,120,243.8,98,284.4,96,9.2,2,1,True
TX,38,area_code_510,False,False,0,149.0,92,49.2,78,163.3,93,13.9,11,0,False
SC,48,area_code_510,False,False,0,168.6,93,246.0,61,269.9,102,11.4,7,1,False
SC,72,area_code_415,False,False,0,207.8,92,195.7,110,184.8,124,13.1,4,0,False
CT,56,area_code_415,False,False,0,162.3,99,149.1,78,255.5,115,14.8,1,4,True
NE,66,area_code_415,False,False,0,34.0,133,278.6,61,129.6,120,11.5,3,0,False
SC,77,area_code_510,False,True,28,135.9,117,244.5,102,207.5,74,11.5,3,4,True
MA,85,area_code_415,False,False,0,274.7,79,119.4,122,296.9,74,9.4,10,1,False
OR,89,area_code_415,False,False,0,111.2,101,122.1,94,180.8,85,12.6,2,3,False
UT,162,area_code_408,False,False,0,184.5,118,224.0,95,180.5,82,11.6,3,1,False
VA,71,area_code_415,False,True,49,174.0,122,168.6,85,132.1,120,7.8,4,1,False
NE,194,area_code_408,False,False,0,48.4,101,281.1,138,218.5,87,18.2,1,1,False
UT,90,area_code_415,False,False,0,261.8,128,220.6,104,136.6,91,9.6,5,1,False
FL,130,area_code_415,False,False,0,162.8,113,290.3,111,114.9,140,7.2,3,1,False
KS,33,area_code_415,False,False,0,228.1,77,176.3,102,224.5,119,7.5,1,0,False
WI,119,area_code_415,False,False,0,37.4,102,182.3,115,191.9,100,8.3,5,2,False
NV,83,area_code_510,False,True,31,129.8,87,183.4,110,169.4,40,14.3,6,1,False
SC,78,area_code_415,False,False,0,155.0,106,175.3,101,155.6,125,11.8,5,2,False
CO,140,area_code_415,False,False,0,149.7,71,212.5,97,245.9,67,12.6,4,3,False
MA,88,area_code_408,False,True,45,80.3,140,153.3,101,309.2,123,12.8,3,2,False
RI,114,area_code_415,False,True,23,186.2,95,258.3,129,183.9,93,7.8,6,0,False
NY,76,area_code_415,False,False,0,223.0,109,218.7,97,138.6,126,11.6,8,2,False
MO,120,area_code_408,False,False,0,121.0,139,270.4,121,141.0,90,5.3,8,1,False
NV,124,area_code_415,False,False,0,234.4,61,179.3,111,285.5,117,10.4,6,3,False
CT,23,area_code_510,False,False,0,321.6,107,251.6,115,141.1,158,11.3,3,2,True
WY,123,area_code_415,False,False,0,242.2,87,226.1,101,268.6,121,8.2,3,5,True
TN,98,area_code_415,False,False,0,162.8,65,185.0,109,219.5,104,6.0,3,2,False
NY,112,area_code_510,False,False,0,172.1,73,228.0,136,269.4,96,14.1,3,2,False
NJ,66,area_code_415,False,True,16,174.7,92,232.1,105,305.4,98,8.9,2,1,False
TX,90,area_code_408,False,True,27,156.7,51,236.5,118,123.2,111,12.6,6,2,False
KS,149,area_code_510,False,False,0,217.7,91,273.5,74,226.9,99,9.6,3,3,False
GA,111,area_code_408,True,False,0,177.1,102,249.1,102,153.3,66,8.8,4,2,False
MN,122,area_code_415,False,False,0,140.1,120,231.4,128,188.1,127,11.2,5,2,False
CT,30,area_code_408,False,False,0,137.6,108,162.0,80,187.7,126,5.8,10,3,False
UT,87,area_code_415,False,False,0,146.3,108,171.8,102,167.5,66,5.3,9,1,False
WV,94,area_code_415,True,True,39,115.5,90,122.5,99,197.7,110,7.0,3,0,False
OR,1,area_code_415,False,False,0,195.0,81,266.2,123,213.9,132,11.1,6,0,False
KS,108,area_code_408,False,False,0,170.3,48,187.7,146,204.0,84,16.1,4,3,False
KS,128,area_code_415,False,False,0,103.3,122,245.9,123,161.1,95,6.4,7,0,False
NV,69,area_code_415,False,False,0,153.7,109,194.0,105,256.1,114,14.1,6,1,False
AK,115,area_code_415,False,False,0,210.6,120,153.1,84,262.2,79,11.0,5,0,False
SC,59,area_code_415,False,False,0,128.7,85,169.8,121,207.3,98,10.5,4,3,False
WA,97,area_code_408,False,False,0,276.1,82,201.1,106,231.3,73,8.9,4,0,True
WI,165,area_code_510,False,False,0,154.2,91,268.6,108,188.8,99,10.9,4,6,False
FL,185,area_code_408,False,False,0,55.6,97,288.7,83,111.2,110,12.1,3,2,False
AK,36,area_code_415,True,True,19,171.9,96,198.4,111,321.7,76,10.5,1,1,True
IN,81,area_code_408,False,True,46,168.3,124,270.9,103,222.5,98,6.7,2,4,False
OH,142,area_code_408,True,False,0,160.6,101,202.0,125,221.7,100,8.8,2,1,True
UT,34,area_code_415,False,True,33,284.3,115,204.8,125,143.0,83,3.5,4,0,False
MO,36,area_code_408,False,False,0,177.9,129,224.6,87,306.3,102,10.8,6,2,False
WY,139,area_code_415,False,False,0,192.8,104,234.4,96,203.2,101,13.0,3,3,False
WI,49,area_code_408,False,False,0,260.9,88,174.2,103,262.8,98,10.6,4,1,False
NJ,93,area_code_415,False,False,0,146.3,85,216.6,95,233.0,82,11.5,3,0,False
MN,81,area_code_510,False,False,0,145.6,59,287.9,131,181.7,121,9.2,4,2,False
WI,141,area_code_415,False,True,33,168.4,127,185.1,106,220.0,78,11.0,4,2,False
IA,63,area_code_510,False,False,0,153.5,81,287.3,115,230.2,85,6.5,5,2,False
OR,190,area_code_415,False,False,0,142.9,96,177.9,96,113.3,117,6.6,4,0,False
SC,142,area_code_510,False,False,0,204.2,98,188.9,85,231.2,136,6.5,6,1,False
AZ,87,area_code_510,False,False,0,110.9,91,158.5,115,207.5,131,6.2,5,1,False
HI,105,area_code_415,False,False,0,211.1,99,176.7,66,221.5,96,14.7,7,4,False
WI,117,area_code_408,False,True,14,80.2,81,219.0,103,122.6,102,8.6,2,1,False
WY,225,area_code_415,False,False,0,182.7,142,246.5,63,218.0,103,8.8,2,1,False
AL,131,area_code_415,False,False,0,234.0,117,209.4,143,258.8,105,9.8,3,1,False
MD,70,area_code_408,False,False,0,170.2,98,155.2,102,228.6,76,15.0,2,1,False
NV,134,area_code_408,False,False,0,107.0,146,220.0,116,149.8,108,7.2,3,2,False
IL,117,area_code_408,False,False,0,119.0,82,187.5,108,189.3,97,11.5,3,1,False
WA,118,area_code_408,False,False,0,297.2,113,188.8,114,188.9,100,12.4,6,1,True
GA,73,area_code_408,False,False,0,157.6,92,198.3,87,364.9,106,9.1,4,1,False
LA,179,area_code_408,False,False,0,219.2,92,149.4,125,244.7,104,6.1,5,0,False
VA,94,area_code_415,True,False,0,235.6,131,194.8,107,170.6,93,8.6,4,1,False
NH,133,area_code_408,False,False,0,162.1,91,212.1,94,260.4,78,12.2,5,1,False
PA,142,area_code_408,True,True,23,102.2,103,229.7,110,176.3,100,9.0,4,1,False
MI,108,area_code_510,True,False,0,86.1,97,227.9,101,225.8,102,9.1,3,3,False
FL,91,area_code_415,False,False,0,153.2,70,231.7,91,115.1,80,9.8,3,4,True
NH,95,area_code_408,True,False,0,228.9,134,255.7,71,208.0,120,10.1,2,4,True
ID,65,area_code_408,False,True,19,259.0,96,332.3,106,130.1,95,7.5,7,1,False
TX,201,area_code_415,False,True,21,192.0,97,239.1,81,116.1,125,15.1,3,1,False
WY,39,area_code_510,False,True,38,201.8,66,200.1,87,173.7,112,9.5,3,0,False
TX,98,area_code_408,False,False,0,158.5,90,254.4,67,178.4,104,14.8,5,2,False
AL,119,area_code_415,False,False,0,98.8,97,146.9,68,190.7,105,10.0,4,3,False
MT,171,area_code_408,False,False,0,171.9,99,249.2,95,174.9,81,12.5,4,1,False
MT,109,area_code_408,False,False,0,264.7,69,305.0,120,197.4,86,9.5,9,1,True
MS,121,area_code_415,False,True,21,126.3,84,209.6,102,192.5,129,10.6,2,1,False
MO,90,area_code_408,True,False,0,207.1,87,208.5,87,146.0,95,4.4,5,2,False
HI,115,area_code_415,False,True,33,145.0,72,194.5,157,242.3,138,14.2,3,2,False
IL,66,area_code_415,False,True,31,163.2,106,267.9,108,172.6,100,9.7,5,1,False
VA,11,area_code_408,False,True,24,131.5,98,230.2,111,283.7,87,10.0,3,2,False
MO,131,area_code_408,False,False,0,109.5,95,332.1,48,258.6,108,6.6,7,1,False
DC,91,area_code_415,False,True,39,169.8,105,65.2,116,144.4,92,10.9,4,1,False
WI,161,area_code_408,False,False,0,154.7,84,177.8,125,172.9,90,5.9,2,4,True
NJ,139,area_code_415,False,False,0,63.3,116,177.3,113,171.6,82,14.2,4,1,False
PA,69,area_code_415,False,False,0,228.2,70,263.7,80,142.6,60,10.7,5,3,False
TX,41,area_code_408,False,True,22,213.8,102,141.8,86,142.2,123,7.2,3,0,False
OK,91,area_code_408,False,True,31,273.0,78,215.5,98,104.7,114,9.6,2,1,False
MD,101,area_code_408,False,False,0,155.4,71,84.0,122,229.1,97,5.8,1,1,False
MS,140,area_code_408,False,False,0,162.6,98,206.2,109,141.6,66,8.2,2,1,False
WA,65,area_code_415,False,False,0,189.3,74,205.3,90,228.2,78,8.5,13,3,False
WY,118,area_code_408,False,False,0,232.4,92,191.0,68,213.0,138,7.7,4,1,False
MA,83,area_code_408,False,False,0,286.6,114,101.0,138,199.6,146,13.2,4,1,False
CT,92,area_code_408,False,False,0,250.6,100,41.7,94,186.2,100,9.7,6,2,False
CT,99,area_code_408,False,False,0,95.4,105,207.2,101,136.0,117,5.6,5,1,False
OR,132,area_code_510,False,False,0,191.9,107,206.9,127,272.0,88,12.6,2,1,False
AR,113,area_code_415,True,False,0,122.2,112,131.7,94,169.5,106,10.3,9,5,True
HI,119,area_code_408,False,True,24,217.2,94,138.7,52,139.3,85,11.3,4,0,False
IN,108,area_code_510,False,False,0,293.0,88,160.6,101,143.9,87,10.0,6,2,False
AL,93,area_code_408,False,False,0,267.9,114,223.0,74,262.7,90,11.3,3,3,True
TN,187,area_code_510,False,True,25,199.9,64,134.6,110,210.4,78,11.7,6,3,False
TX,139,area_code_510,True,True,31,203.5,82,200.3,72,214.0,112,13.4,6,1,True
WV,63,area_code_510,False,False,0,261.8,69,245.0,135,202.1,94,14.7,4,0,True
MI,126,area_code_415,False,False,0,193.1,114,75.5,61,186.2,73,11.1,1,3,False
DE,30,area_code_415,False,True,30,217.4,74,213.8,86,227.2,104,6.6,3,0,False
NY,54,area_code_510,True,False,0,236.3,91,152.8,130,160.3,98,11.2,8,3,False
AR,115,area_code_415,False,True,37,184.1,67,159.4,104,193.3,121,13.3,3,0,False
IL,100,area_code_415,False,False,0,191.9,95,200.9,101,271.9,74,18.2,3,1,False
DE,2,area_code_415,True,False,0,132.1,42,138.9,88,192.6,119,9.1,1,2,True
NC,122,area_code_415,False,False,0,215.6,86,167.8,59,207.0,67,6.4,8,3,False
WI,119,area_code_415,False,False,0,226.6,126,143.6,107,94.9,123,12.1,5,1,False
WY,126,area_code_408,True,False,0,197.6,126,246.5,112,285.3,104,12.5,8,2,False
NV,42,area_code_415,False,False,0,303.9,106,232.2,54,147.1,76,5.8,3,1,True
MI,158,area_code_415,False,False,0,195.9,103,89.1,95,302.2,82,10.3,3,1,False
OK,125,area_code_415,False,True,36,201.3,117,42.2,78,125.7,104,5.4,3,1,False
VA,127,area_code_408,False,True,25,173.0,91,245.8,64,300.0,99,4.8,3,0,False
MD,47,area_code_415,True,False,0,177.1,104,217.4,97,191.8,131,9.7,5,2,False
MO,38,area_code_510,False,False,0,281.1,113,236.1,82,230.1,60,10.9,3,1,True
LA,53,area_code_415,False,False,0,145.1,116,233.7,82,208.7,95,7.9,5,2,False
WI,165,area_code_408,False,False,0,156.0,88,276.1,81,175.9,94,9.3,5,1,False
CT,68,area_code_510,True,False,0,197.7,99,188.8,106,254.6,80,19.2,4,3,True
MD,93,area_code_408,True,False,0,312.0,109,129.4,100,217.6,74,10.5,2,0,True
HI,105,area_code_510,False,False,0,125.4,116,261.5,95,241.6,104,11.4,9,2,False
ME,78,area_code_415,False,False,0,211.4,105,249.9,77,199.6,129,9.3,2,2,False
NE,132,area_code_510,False,False,0,99.5,110,129.1,80,125.1,124,9.7,3,0,False
AK,86,area_code_408,False,False,0,150.8,85,295.9,88,247.2,104,12.5,1,1,False
OR,87,area_code_510,False,True,22,240.8,102,75.9,106,224.6,115,7.1,3,2,False
VT,97,area_code_415,False,False,0,112.7,119,217.7,109,152.1,76,6.5,5,1,False
AL,80,area_code_415,False,False,0,209.9,109,226.1,56,154.2,121,9.0,5,1,False
WV,172,area_code_415,False,False,0,211.7,100,198.7,101,301.7,136,6.5,9,1,False
VT,113,area_code_415,False,False,0,272.1,111,268.5,118,213.8,105,8.5,10,1,True
NY,86,area_code_510,False,False,0,70.7,125,211.0,113,174.6,107,0.0,0,2,False
MO,104,area_code_510,False,False,0,189.3,73,156.2,120,232.2,76,7.5,8,3,False
NV,94,area_code_510,False,False,0,175.9,121,222.1,94,191.8,123,10.9,5,1,False
WI,120,area_code_415,False,True,29,244.3,140,322.3,89,166.8,83,10.6,6,0,False
TX,115,area_code_415,False,False,0,211.1,112,227.8,113,179.6,110,7.2,2,0,False
FL,129,area_code_415,True,False,0,267.4,78,204.2,85,111.7,146,5.9,4,1,False
NJ,96,area_code_510,False,False,0,150.0,122,218.5,116,212.4,89,9.8,1,3,False
GA,120,area_code_408,False,False,0,98.2,99,186.7,85,146.7,96,9.3,4,2,False
ME,70,area_code_415,False,False,0,169.1,48,219.8,62,193.5,105,10.7,8,3,False
WA,119,area_code_415,False,True,26,161.3,97,250.3,110,142.4,92,6.6,8,1,False
ID,78,area_code_415,False,False,0,103.5,115,117.9,102,201.0,94,12.0,3,4,True
VA,139,area_code_415,True,False,0,161.5,121,192.9,137,168.3,96,11.2,13,0,False
CT,95,area_code_415,False,True,36,283.1,112,286.2,86,261.7,129,11.3,3,3,False
NJ,127,area_code_510,False,False,0,245.2,91,217.2,92,243.1,128,13.9,6,0,True
GA,194,area_code_510,False,False,0,193.3,106,169.0,150,225.2,122,11.8,4,0,False
WV,69,area_code_415,True,False,0,176.8,89,196.0,89,232.6,151,13.1,5,1,True
NY,61,area_code_415,False,True,36,233.9,97,175.6,133,177.0,83,9.5,4,1,False
AR,89,area_code_408,True,False,0,206.9,134,167.7,105,155.7,86,10.9,4,0,False
ID,47,area_code_415,False,True,28,172.9,109,137.6,94,203.8,109,8.3,6,1,False
GA,135,area_code_415,False,True,22,197.1,113,259.4,95,134.7,135,14.6,5,2,False
CO,92,area_code_415,False,False,0,160.5,113,287.3,134,212.6,93,8.2,3,3,False
SC,19,area_code_510,False,False,0,259.4,116,269.7,109,175.3,130,9.5,3,1,True
IL,131,area_code_510,False,False,0,263.4,123,151.9,74,218.5,101,10.7,2,2,False
WV,90,area_code_415,False,False,0,205.7,138,161.9,83,269.7,104,12.5,6,2,False
MA,47,area_code_415,False,False,0,155.3,116,188.2,85,247.0,73,12.3,4,3,False
AK,91,area_code_510,False,False,0,197.3,120,202.4,89,290.5,128,15.3,7,1,False
AL,171,area_code_510,False,False,0,221.5,103,109.5,58,134.6,115,11.6,4,1,False
AZ,43,area_code_415,False,False,0,179.3,97,252.7,126,227.5,114,8.0,5,0,False
AR,45,area_code_408,False,False,0,126.8,83,157.8,100,158.3,97,11.0,4,3,False
WI,142,area_code_510,False,False,0,232.1,102,168.2,110,197.3,120,9.9,3,1,False
AZ,157,area_code_415,False,False,0,220.7,105,119.3,127,165.1,113,11.5,7,4,False
AL,148,area_code_415,False,True,21,262.9,135,149.5,96,140.5,109,8.1,4,1,False
MO,107,area_code_415,False,False,0,146.9,94,114.3,111,114.5,97,11.4,5,3,False
CO,63,area_code_408,True,True,21,151.5,99,147.8,89,210.4,114,10.0,4,1,False
KS,131,area_code_415,False,True,28,249.6,87,227.2,138,239.9,92,7.6,3,3,False
AR,86,area_code_408,False,True,16,145.7,88,191.0,129,215.5,82,11.3,7,0,False
KS,132,area_code_415,False,False,0,164.0,112,243.6,80,155.5,122,10.2,4,1,False
RI,129,area_code_415,False,False,0,139.5,119,289.3,105,129.4,97,13.1,8,0,False
CO,125,area_code_408,False,True,23,120.5,104,227.8,115,158.5,100,10.2,3,1,False
AR,132,area_code_415,False,False,0,99.0,126,189.4,76,156.3,108,8.4,3,1,False
OH,162,area_code_415,False,False,0,135.2,98,242.0,107,246.9,96,10.2,2,2,False
CO,63,area_code_415,False,True,32,30.9,113,187.0,113,230.8,101,8.6,7,1,False
IL,129,area_code_415,False,False,0,198.4,91,264.7,106,111.4,101,9.2,2,2,False
IL,110,area_code_408,False,False,0,74.5,117,200.8,98,192.2,101,9.8,7,3,False
ND,131,area_code_408,False,True,33,177.1,100,194.0,85,253.4,124,5.2,5,1,False
NE,42,area_code_510,False,False,0,143.7,96,221.0,98,108.9,94,8.6,1,2,False
WA,109,area_code_415,False,False,0,184.0,120,120.4,119,153.7,86,11.0,3,0,False
KY,78,area_code_415,False,False,0,254.1,112,215.9,80,267.1,124,16.3,3,0,True
IA,69,area_code_510,False,False,0,170.7,98,111.6,109,171.5,107,4.8,7,3,False
CO,74,area_code_415,True,False,0,267.5,134,242.5,110,223.0,108,8.3,4,3,True
TN,123,area_code_415,False,True,34,305.2,80,156.5,109,280.0,81,13.2,7,1,False
RI,158,area_code_510,False,False,0,220.9,129,242.2,108,233.3,75,6.4,5,0,False
CT,88,area_code_415,False,False,0,168.8,141,211.5,129,86.9,92,10.5,7,3,False
NY,131,area_code_408,True,False,0,122.3,83,118.8,94,147.9,95,13.7,3,3,True
IL,156,area_code_415,False,False,0,162.6,113,260.2,90,214.7,93,10.9,2,0,False
NM,65,area_code_415,False,False,0,105.7,95,141.8,100,180.5,105,6.6,12,2,False
WI,72,area_code_408,False,False,0,179.9,113,149.8,112,168.2,79,9.8,7,2,False
NE,73,area_code_415,False,False,0,198.3,94,279.3,101,146.2,87,14.8,8,3,False
NM,161,area_code_408,False,False,0,107.5,121,256.4,46,247.2,131,12.6,3,2,False
SC,88,area_code_408,False,False,0,153.5,94,251.7,118,182.2,99,8.5,6,1,False
NM,55,area_code_415,False,False,0,132.0,103,279.6,114,180.0,74,13.5,4,0,False
DE,74,area_code_415,False,True,38,176.0,84,288.2,103,178.2,86,14.8,5,2,False
NE,67,area_code_415,False,False,0,124.0,77,222.2,95,151.2,111,13.1,2,0,False
OK,189,area_code_415,False,False,0,208.3,106,236.7,123,179.1,120,11.3,5,3,False
MA,150,area_code_408,False,False,0,150.9,92,191.0,106,223.6,107,8.3,4,5,True
MI,105,area_code_415,False,False,0,226.9,106,182.2,77,203.9,107,11.6,2,0,True
CT,112,area_code_415,False,True,27,213.0,121,226.2,101,189.8,99,11.1,3,4,False
ME,19,area_code_415,False,False,0,201.5,123,129.2,110,220.6,98,12.9,4,1,False
SD,140,area_code_415,False,False,0,191.8,67,261.1,52,252.7,112,10.8,3,6,False
NV,116,area_code_510,False,True,35,118.0,103,167.2,106,205.7,102,11.8,2,2,False
FL,99,area_code_408,False,False,0,155.3,93,265.7,95,145.7,67,12.4,4,0,False
NE,136,area_code_415,False,False,0,259.0,105,166.9,125,255.1,107,11.1,3,3,False
KY,54,area_code_408,False,False,0,159.8,99,264.0,64,115.7,70,9.7,7,2,False
NC,49,area_code_415,False,False,0,189.9,104,247.4,120,159.8,113,10.1,6,1,False
FL,90,area_code_415,False,True,24,71.2,82,181.6,103,186.9,111,12.9,1,1,False
MI,45,area_code_510,False,True,26,91.7,104,150.6,119,63.3,103,7.7,5,1,False
NC,169,area_code_408,False,False,0,142.5,82,231.4,110,131.2,67,10.0,4,2,False
SC,92,area_code_510,False,False,0,183.7,103,270.6,97,132.9,104,11.2,2,0,False
AK,141,area_code_408,False,False,0,83.2,74,190.6,104,150.5,79,10.7,7,1,False
WI,74,area_code_408,False,False,0,177.4,136,240.3,104,237.3,133,12.0,3,0,False
OH,82,area_code_415,False,False,0,179.2,95,228.9,95,187.7,100,13.2,2,1,False
KS,59,area_code_510,False,True,45,71.2,113,233.7,95,139.3,129,14.0,12,1,False
MN,92,area_code_510,False,False,0,212.4,105,224.6,118,221.3,105,9.0,4,1,False
RI,123,area_code_408,False,False,0,225.6,102,225.8,56,186.7,128,6.7,2,1,False
PA,136,area_code_408,False,False,0,102.1,75,219.5,97,73.7,92,9.8,5,0,False
NY,204,area_code_415,False,False,0,174.3,85,254.1,95,176.4,96,5.9,3,6,False
NH,100,area_code_408,False,False,0,218.8,125,148.3,102,277.8,97,9.7,6,1,False
MA,39,area_code_408,False,False,0,60.4,158,306.2,120,123.9,46,12.4,3,1,False
NJ,72,area_code_415,False,False,0,175.5,103,132.3,120,242.9,96,11.8,3,1,False
KS,137,area_code_408,False,False,0,205.9,88,209.3,86,289.9,84,14.5,4,2,False
MA,97,area_code_510,True,False,0,272.8,60,216.5,113,245.1,67,6.1,8,5,True
MN,53,area_code_415,False,False,0,164.1,106,206.0,56,194.7,124,11.4,2,1,False
MA,116,area_code_415,False,False,0,119.0,94,144.3,110,199.7,65,8.8,5,2,False
GA,111,area_code_415,False,False,0,129.1,92,148.9,132,264.0,103,16.8,7,2,False
MS,110,area_code_415,False,False,0,178.4,110,179.1,116,228.1,99,6.5,4,1,False
AL,16,area_code_415,False,False,0,161.9,100,230.1,138,148.8,78,10.2,11,3,False
ID,73,area_code_408,False,False,0,67.0,76,223.0,154,236.5,151,11.2,2,1,False
NJ,125,area_code_415,False,False,0,182.3,64,139.8,121,171.6,96,11.6,7,2,False
MT,146,area_code_415,False,False,0,214.8,86,230.9,94,223.8,100,5.8,3,3,False
WV,113,area_code_415,False,False,0,61.2,111,92.3,88,197.4,114,13.7,3,5,True
AR,179,area_code_415,True,True,38,220.1,78,234.3,71,237.3,85,10.1,4,4,False
KS,65,area_code_415,False,True,34,208.8,119,142.1,106,214.6,87,12.5,4,4,False
CT,144,area_code_510,True,True,35,174.8,127,219.6,93,255.8,90,12.8,3,0,False
OH,115,area_code_510,True,False,0,345.3,81,203.4,106,217.5,107,11.8,8,1,True
LA,111,area_code_415,False,True,28,128.8,104,157.3,52,147.4,76,10.3,2,2,False
HI,106,area_code_415,False,False,0,147.9,97,209.3,99,162.1,80,8.8,5,2,False
NH,74,area_code_510,False,False,0,154.3,71,262.3,105,235.3,99,13.9,4,0,False
LA,140,area_code_415,False,True,27,176.0,141,201.3,143,167.9,93,7.1,5,3,False
GA,117,area_code_415,True,False,0,287.4,118,259.6,84,153.2,86,10.0,3,1,True
FL,116,area_code_510,False,False,0,192.1,98,312.9,135,130.2,94,7.9,2,3,False
IN,140,area_code_415,False,False,0,204.7,100,126.8,107,202.8,115,12.1,4,2,False
LA,128,area_code_415,False,False,0,147.7,94,283.3,83,188.3,124,6.9,5,2,False
NV,105,area_code_408,False,False,0,98.2,103,140.3,91,140.2,106,13.9,1,1,False
NM,188,area_code_415,True,True,26,198.8,115,166.6,67,198.5,118,14.4,3,1,True
AR,97,area_code_415,False,True,35,203.1,104,211.8,91,246.1,105,9.7,6,0,False
NJ,153,area_code_415,False,False,0,193.8,90,195.3,121,182.7,108,8.5,3,1,False
AL,120,area_code_415,False,True,27,179.6,142,262.8,103,239.9,81,11.1,2,1,False
TX,133,area_code_408,False,False,0,221.1,133,160.2,140,161.8,84,8.4,3,4,False
NH,127,area_code_415,False,False,0,200.8,104,181.4,73,89.7,49,9.7,5,0,False
AL,68,area_code_510,False,False,0,157.3,83,220.9,85,218.9,129,12.0,7,1,False
WY,63,area_code_415,False,False,0,120.1,103,179.2,132,127.3,82,6.3,4,1,False
ID,101,area_code_415,False,False,0,202.5,91,142.5,134,219.6,102,10.1,4,3,False
LA,69,area_code_415,False,True,37,155.0,98,142.4,105,143.7,117,5.9,4,1,False
AL,200,area_code_408,False,False,0,128.2,87,133.2,105,177.6,123,11.2,2,1,False
NJ,78,area_code_415,False,False,0,231.0,115,230.4,140,261.4,120,9.5,3,1,False
OH,94,area_code_510,False,False,0,194.1,62,227.2,54,190.4,115,15.3,4,1,False
MT,42,area_code_415,False,False,0,150.7,52,246.7,96,103.8,118,7.0,4,2,False
TX,136,area_code_408,False,False,0,269.8,106,228.8,101,257.5,106,10.1,8,1,True
CA,111,area_code_408,False,False,0,249.8,109,242.4,106,231.8,78,11.6,4,0,True
ME,120,area_code_510,False,False,0,198.8,56,230.1,73,119.8,81,9.9,3,2,False
NM,182,area_code_415,False,False,0,69.1,114,230.3,109,256.7,96,6.5,4,0,False
WY,159,area_code_415,False,False,0,167.4,68,143.8,74,140.1,111,10.3,3,0,True
AZ,193,area_code_415,False,False,0,208.1,115,178.0,104,195.9,95,12.4,9,3,False
IN,76,area_code_415,False,True,35,273.7,94,153.3,101,259.0,109,3.8,3,0,False
IA,86,area_code_408,False,False,0,126.3,115,168.8,112,154.6,95,9.8,7,2,False
FL,132,area_code_510,False,True,36,226.2,103,181.6,125,258.8,102,10.5,5,3,True
TX,104,area_code_415,False,False,0,304.0,141,264.1,127,138.1,104,7.2,4,0,True
PA,69,area_code_415,False,False,0,143.6,88,141.8,86,194.0,83,10.8,5,3,False
NY,112,area_code_415,False,True,17,120.0,94,79.5,104,214.0,94,8.7,1,1,False
WV,36,area_code_510,False,False,0,175.7,69,154.8,98,208.2,68,9.5,2,0,False
RI,89,area_code_415,False,True,24,97.8,98,207.2,67,214.5,126,5.9,2,0,False
DE,108,area_code_510,False,False,0,169.6,99,264.1,87,206.3,78,9.3,4,0,False
SD,121,area_code_415,False,False,0,179.4,70,143.0,93,116.3,113,11.2,5,1,False
UT,73,area_code_415,False,False,0,182.3,115,199.2,97,120.2,113,18.0,5,1,False
VA,136,area_code_415,False,False,0,110.2,92,219.4,109,188.1,67,12.3,4,2,False
NC,80,area_code_415,True,False,0,189.1,122,223.2,92,269.0,116,13.9,3,2,True
DC,114,area_code_415,False,False,0,147.1,119,161.0,111,275.9,106,9.0,3,5,True
MN,135,area_code_408,False,False,0,155.2,100,135.9,84,184.6,82,3.8,9,3,False
NE,44,area_code_415,False,False,0,240.3,146,164.6,83,240.7,106,10.6,2,1,False
ID,127,area_code_408,False,False,0,189.7,110,142.4,116,175.2,79,8.5,8,2,False
AL,122,area_code_415,False,False,0,232.5,96,205.5,120,213.7,91,11.9,2,0,False
RI,119,area_code_415,False,True,29,117.8,66,256.8,114,147.6,76,7.6,3,3,False
NJ,97,area_code_415,False,False,0,259.6,138,233.9,91,140.6,119,13.0,4,1,False
TX,145,area_code_510,False,False,0,158.8,120,352.1,145,177.6,140,6.2,6,2,False
CO,36,area_code_415,True,False,0,245.0,119,195.5,91,165.7,87,7.8,7,1,False
DE,109,area_code_415,True,True,36,244.2,147,199.7,65,144.4,109,15.4,3,2,True
SD,91,area_code_510,False,False,0,149.0,115,245.3,105,260.0,94,8.3,3,0,False
VT,76,area_code_408,False,False,0,208.5,124,173.0,117,221.1,95,9.8,3,0,False
PA,28,area_code_415,False,False,0,168.2,87,161.7,92,192.4,112,10.1,3,3,False
NJ,162,area_code_408,False,False,0,217.6,87,279.0,71,250.7,65,10.4,4,2,True
NC,110,area_code_408,False,False,0,159.5,145,202.3,101,256.0,96,16.7,2,2,False
WA,113,area_code_408,False,False,0,161.1,133,205.3,95,60.3,93,12.2,2,2,False
LA,90,area_code_408,False,False,0,140.8,109,303.0,114,267.4,112,14.1,1,0,False
IN,154,area_code_510,False,True,32,192.3,82,165.3,134,205.0,74,9.0,1,2,False
SD,74,area_code_510,False,False,0,143.7,97,229.6,110,98.8,100,11.8,5,1,False
VA,10,area_code_415,False,False,0,222.2,127,153.1,125,227.4,80,12.9,4,1,False
OH,110,area_code_510,False,False,0,175.6,91,236.5,127,194.9,114,9.5,8,0,False
NC,122,area_code_415,False,False,0,180.0,88,145.0,77,233.7,120,11.5,6,2,False
